,screen_name,text,tweet_id,cluster_pred
129,QwerhvdDergytg,"ate
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/h6IiSwSnX6",777714889892691968,0
130,HulaZen,"#BringBernieBack
TELL DNC 202-863-8000
ONLY @BernieSanders BEATS TRUMP
#DNCleak #Emmys 
Hillary Clinton 4 Prison https://t.co/COPC1fZXOl",777714889875857408,1
131,kwdwqd1,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-qa1

 #اروع_ما_تراه_عينك #متصدر_لاني_اتحادي #Emmys #الله_لو_ #كرايم_ستوري https://t.co/pCjwnxth4v",777714890790273025,1
132,rainnbowflame,No vi los #Emmys pero tengo una explicación: PSICOLOGIA SE LLEVÓ MI FIN DE SEMANA.,777714891872428032,0
133,majose_DR,😍😍 https://t.co/gyGNtpKf6Z,777714891620814848,1
134,leopi_loki,"에미상 2016 톰 히들스턴 (3)
#Emmys2016 #Emmys #TomHiddleston #TheNightManager https://t.co/utMIzSOcA1",777714890299482112,1
135,mortopool,olha a carinha dela ela ta tão feliz aaaaaaaaaaaa https://t.co/3l1jBI9UsC,777714893076230144,1
136,LebbosBarbara,"Jimmy Kimmel wins prize as cheeky, easygoing #Emmys host. An AP Review by tvfrazier. https://t.co/dxzjYfTJgX",777714894141612040,0
137,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/2FJVREmf1t,777714896335175681,0
138,stefi18,Also #SarahPaulson and #RamiMalek are sooooo deserving of their awards. Brilliant actors #Emmys,777714896691531777,1
139,DwyerTarantino,Really didn't appreciate the comparison of the lack of Asian films compared to Italian American films. You did have to single us out #Emmys,777714897299779584,1
140,_Chico94,Same John Oliver. Same. https://t.co/j4wcFjT2bK,777714897673134080,0
141,LebbosBarbara,'Game of Thrones' passes 'Frasier' as most honored prime-time TV series ever at #Emmys; 'Veep' top comedy. https://t.co/lEUAWYdlLV,777714898218475520,1
142,Rateel8_8,"listen to amazing song
⁦https://t.co/EmAFwAuklY
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714899094994944,0
143,iyAvich7,"#Emmys
وين يبيعون مثل هذي ؟ https://t.co/H9ZVQxfpii",777714897979342848,1
144,ohitsjxtza,Obviously THE BEST. https://t.co/wYrkZSlMs2,777714898914545664,1
145,raquelplima38,"""Por favor digam que estão vendo o mesmo que eu?"" #Emmys https://t.co/3u30saV8yf",777714898235191296,0
146,Detikpolitic,detikcom: Penjagaan Emmy Awards 2016 Diperketat Pasca Ledakan di New York #Emmys https://t.co/2XXl6DjNXN via deti… https://t.co/U0IzcGZhgy,777714899090829312,1
147,_malak79,"listen to amazing song
⁦https://t.co/nKau5RBDi1
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714899652866049,0
148,99fairouz,"listen to amazing song
⁦https://t.co/YO1cEKw3XO
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900042997760,0
149,iAmALEJANDRO69,Congrats #GameofThrones for winning Best Drama Series! #Emmys2016 #Emmys,777714900491571201,1
150,cdwrggdd,"z03
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/5qz1WBGqCQ",777714899074121728,1
151,8nagham8,"listen to amazing song
⁦https://t.co/99CwQUiShH
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900546293760,0
152,894reem2,"listen to amazing song
⁦https://t.co/awwWUm9ZfF
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714900793712640,0
153,7nahid001,"listen to amazing song
⁦https://t.co/u6h21zLN38
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901200539648,0
154,77wasayf,"listen to amazing song
⁦https://t.co/njiFcnWJBe
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901573861376,0
155,6abrar1_,"listen to amazing song
⁦https://t.co/Cs7l0Ek14v
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714901972357121,0
156,dracaryspreto_,não acredito que o cast de game of thrones inventou as foto com #Emmys https://t.co/PPGsUsdXXO,777714901976489986,1
157,673ab1_,"listen to amazing song
⁦https://t.co/YEaYCukUh7
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714902433665024,0
158,5marwa15,"listen to amazing song
⁦https://t.co/TdShfxBqSR
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714902735675392,0
159,58rah18,"listen to amazing song
⁦https://t.co/FZB6dd1TOV
-
#Emmys
#İsmetÖZEL72Yaşında
#AtamYavuzSultanSELİM
#Okullar1EkimdeAçılıyor
#TarıkAkanaVeda",777714903108943872,0
160,jiaeruIt,racist homophobic women haters deserve to rot in hell 👊👊 https://t.co/rlAlGimxMo,777714903322800129,0
161,mounrol,😍👌🏻✨👗 #lovlydress #fashiondays #Emmys2016 https://t.co/zGclyOP2ea,777714903733809153,0
162,dizzyspell,Boohoo. The technical feats Grease: Live accomplished were truly TV magic. https://t.co/CWLSL09gVY,777714903616397312,0
163,CdsrggcFdeggfd,"dy2
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/V9HOFapb9P",777714904111407104,1
164,volvoshine,You feel vindicated when all the shows you watch earn #Emmys #Emmys2016 #MrRobot #PeoplevsOJSimpson #SarahPaulson,777714905768001536,0
165,FMeatball,WHOOPWHOOP !!! AND PREACH Racism !! https://t.co/pbL0CFx1GY,777714905742872577,0
166,OriBlkEnforcr1,Congrats to St. Louis native Sterling K. Brown #thepeoplevojsimpson #emmys https://t.co/xkhzp4uNPB,777714907349291010,1
167,bknubian,@LouieAnderson Congrats on your much DESERVED #Emmys win for #Baskets. 👏🏾🏆🎭,777714907642986496,1
168,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/yxIY6oHXwr,777714908674846722,0
169,CdsrggcFdeggfd,"izk
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/RlVM1jMYii",777714908561571840,1
170,cuevass27,Jaja https://t.co/sBU7vOO2Al,777714910885126145,0
171,shelxvesme,look at my beautiful father at the #Emmys tonight 😍 https://t.co/XcDvOsW5oi,777714910654410753,0
172,NoahBennet3,👻👻💀#Emmys #TheAmericans #SheRules #strobe #Lights #nyc #DarkMatter  MORE &gt;&gt; https://t.co/NSKeoWeVcD,777714911623479300,1
173,yvp3ribb22,"عرب فلورز ارخص سيرفر بيع متابعين
https://t.co/V8CF3bOuSA
*
*7

 #اروع_ما_تراه_عينك #متصدر_لاني_اتحادي #Emmys #الله_لو_ #وزع_وظايف_للمغردين",777714912911056896,1
174,gfffgvcds1,"sr5
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/An1PGJ6VKo",777714913435353088,1
175,MendDuarte,Deusaa https://t.co/TAXNPvKvpI,777714915473780736,0
176,FaisalAlhilalii,اكييييددد https://t.co/VvKEpdM38J,777714916614602752,0
177,Bcastillo40,The sad part is this shit show will be on the news tomorrow and we have to see the recaps of this garbage.  #Emmys,777714918502043648,1
178,gfffgvcds1,"hc1
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/usGambmUxm",777714917877178368,1
179,TaniaPeyton,Whoohoo!!! RT @TelevisionAcad: 📷 #Emmys winner for Outstanding Television Movie: Sherlock: The Abominable Bride! https://t.co/Rn558KyBum,777714918854369280,0
180,meghanmsull,Seriously. Why are they so cute and perfect. I can't get enough. https://t.co/k5QMNfmGkF,777714919747624960,0
181,confidellie,mais que merecido #Emmys https://t.co/E7dHYDDt2A,777714919110221824,0
182,todgecrain,THR: #Emmys Backstage: azizansari! https://t.co/v9WALROjRG #followme,777714920792154116,1
183,rhythmnation,Frasier was previously top honoured series ever. Who knew?! ... Amazing!! It was truly awful !! #Emmys https://t.co/enyESWF8vB,777714920796237824,0
184,heatherjay68,"Oh, why, @netflix did u cancel this gorgeous specimen. Please bring him back. https://t.co/FOZ57K5aK8",777714920775233536,1
185,gd12knw,#Emmys https://t.co/5Tc5wnNyBG,777714921354174465,1
186,DonKeehotey,"@JuddApatow #Emmys Saw Alan Yang on Emmys. For someone who starred on ""Mr. Ed"" in the 60s, he looked great. Should have come on with ""Ed.""",777714922511749120,1
187,jake_steepleton,Me when Game of Thrones won everything #Emmys https://t.co/VthSCCXkSe,777714921815638016,1
188,monster_sjag,@MsSarahPaulson I love you!! You really deserve that #Emmys  You´re a Godess! #Emmys2016,777714922906017793,1
189,TheAdamsCorner,HUGE CONGRATS to @GameOfThrones cast &amp; crew for BREAKING the 12-year record as winner of THE MOST #Emmys in HISTORY! https://t.co/MLmva8hB6G,777714923522490370,1
190,gfsrhhgdsw,"e2c
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_ https://t.co/VXuhLExUhs",777714922255945728,1
191,selenasregui,FUCK YES FINALLY https://t.co/czaH30GeF5,777714924210520064,1
192,todgecrain,"THR: #Emmys: JimmyKimmel closes show with ""hit 'em with the Hein"" Howard Stern inside joke https://t.co/KTcHE4ORjs …",777714924248297472,1
193,NomedigasVerito,Estoy insatisfecha con los #EMMYS porque Peter Dinklage no ganó el premio a mejor actor de reparto 😢,777714925028405248,0
194,OnTheRedCarpet,"Kerry Washington, Natasha Lyonne, 5-yr-old Jeremy Maguire rock capes on #Emmys red carpet https://t.co/ZRfCqUaMXw https://t.co/O9U55wetu0",777714924474601472,1
195,DressUpFash,"InStyle: Pregnant KerryWashington and TonyGoldwyn have a ""situation"" onstage at the #Emmys: https://t.co/Zhvyfon4c0",777714925494042624,1
196,yuttanct,detikcom: Penjagaan Emmy Awards 2016 Diperketat Pasca Ledakan di New York #Emmys https://t.co/ZUx5WGDNDw via deti… https://t.co/H9jUhNl6w6,777714925624000512,1
197,wlfalice,imagination nyo lang din itong si romi malik https://t.co/cQxN0m9zhu,777714925888212992,0
198,Mitt_Ano,congrats @iamjohnoliver  #Emmys,777714926454312960,1
199,gfsrhhgdsw,"kmp
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_ https://t.co/DvMcZWpq1r",777714926240555008,1
200,hamid_saeed1,"If b breakup or stop being friend your  secret r still my secret,I will stick to my words regardless.#Emmys #word 
#اروع_ما_تراه_عينك",777714927184277504,0
201,rustambaranov1,"166
#الله_لو_
#اجمل_مرحله_دراسيه_بحياتك
#Emmys https://t.co/cWYfKnQDqc",777714925934346240,1
202,TheDustiestBook,Kate. Sarah. 😮😮😮🙌😭 #Emmys,777714927968538624,1
203,hmedeal3qele1,The #emmys wasn't always named that—the academy first considered naming the Emmy statuette an “Ike”,777714928748638208,1
