,geo,screen_name,text,timestamp,tweet_id,cluster_pred
152,,AmyCliber,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/o6C27mdgxS,1474945145740,780602635015614464,0
153,,AmericanSniperG,Hofstra University Misspells 'Hillary' on Student Debate Tickets - https://t.co/hL3zQA8oSn @HillaryClinton #debatenight #debates @cnn @HLNTV,1474945145889,780602635640594432,1
154,,DaleBankCEO,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/d0wYXgX8sx,1474945145880,780602635602702336,0
155,,bethanyomyers,"@BergumJessica @kurteichenwald 
Maybe Trump's financial advisor @larry_kudlow is also his coke dealer?
#HighEnergy #snifflegate
#debates",1474945145951,780602635900612608,1
156,,len3689,"""WHO TOLD YOU ABOUT THE LATINA WOMAN I DEGRADED?!"" #Debates",1474945145900,780602635686666240,1
157,,macranger,"Lot's of energy to keep dodging questions, lying, saying she can't recall, yep that would wear anyone out. #tcot https://t.co/3qj0vIzr7g",1474945145940,780602635854413824,1
158,,cokey318,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/lF8h0yTj1Y,1474945146084,780602636458274816,0
159,,OctuzResolve,"A gente talvez não consiga resolver os problemas dos EUA, mas consegue resolver os seus. #OctuzResolve #debates",1474945146050,780602636315787265,1
160,,gbacon11,😂😂😂 https://t.co/sZFqZyDrbS,1474945146661,780602638878380032,1
161,,anna_johnson024,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/LhbPt00fo3,1474945146626,780602638731653120,0
162,,JuliaPicarski,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/zrtwLCXn9u,1474945146805,780602639482359808,0
163,,typhanniem,Literally everyone on snapchat is snapping the debate except it's full of filters. My favorite is the Trump/Clinton face swaps. #debates,1474945146876,780602639780151297,1
164,,ATribeCalled_J,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/GRWpbYqM4d",1474945146793,780602639432179712,0
165,,GavinVolaire,Why the question about accepting the outcome? Was that a setup for the ensuing voter fraud that will put Hillary in office? #debates,1474945146843,780602639641968640,1
166,,DragonRift,@BetoWolfey You can block out all tweets with the #debates tag.  That way they disappear.,1474945146887,780602639826362368,1
167,,yoloswagqt420,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Sq6z05VnS4,1474945146833,780602639599874048,0
168,,cmkirkrn,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/TYjdVFqWDz,1474945146861,780602639717376000,0
169,,millerist,Now that we have all watched the media can tell us what really happened. #debates,1474945146872,780602639763595269,1
170,,ezielazny,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OhuWiDFWeC,1474945146873,780602639767576576,0
171,,threedaysawsome,This about sums it up lol #debates https://t.co/aZdGB0Du47,1474945146821,780602639549554688,1
172,,Supersutter,#Trump #TrumpTrain #VoteTrump #TrumpPence16 #WithHulkHogan #WithHerschelWalker #WithKidRock #WithBenCarson… https://t.co/v4UAcENZL0,1474945146871,780602639759343616,1
173,,Beccdatassup,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/hxhNVuKlja,1474945147559,780602642644869120,0
174,,Ionce123,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/QAhRwgy1uc,1474945147611,780602642863001600,0
175,,CoeViktoria,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/JVfNbuCwB1,1474945147659,780602643064299520,0
176,,KyleRaser,When will we focus on the true issue..Will Starbucks have the all red cup this Holiday season &amp; continue the War on Christmas? #debates,1474945147498,780602642389237761,1
177,,donnaldykstra,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SvEtlIN0nj,1474945147646,780602643009769474,0
178,,XRIM,"#XRIM #MONEY : twitter : The #debates continue, LIVE on Twitter. Stay tuned for the vice p… https://t.co/omFvV64NQU) https://t.co/u7FD6NhGLG",1474945147451,780602642192015360,1
179,,Miranda_Dudek,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Va10oNf1H2,1474945147769,780602643525828609,0
180,,lolly7777,@realDonaldTrump said 2 @seanhannity he's not attacking @HillaryClinton out of respect 4 her family! That is restraint&amp;presidential #debates,1474945147906,780602644100362240,1
181,,SuzyHall08,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8OqkI0ljrR IVOTETRUMP,1474945147819,780602643735580672,0
182,,ISPtpr1151,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/V3MdF4JHHY,1474945147786,780602643597041665,0
183,,cbalogh_,@GovGaryJohnson debería estar en el próximo #debatenight  #debates #LetGaryDebate https://t.co/RrSsnd2o9E,1474945147553,780602642619858944,1
184,,leigh_ardoin,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/nNYHN5CGBk,1474945147803,780602643668410369,0
185,,TNAUTRY,#factcheck #DonTheCon https://t.co/g8N90ktoRb,1474945147824,780602643756580868,1
186,,neecie_ottawa,@realDonaldTrump YOU ARE FIRED...do NOT come to a presidential debate unprepared. ..voters deserve better https://t.co/JsNidZOyn7,1474945147839,780602643819401217,1
187,,DarwinBrandis,"All that sniffing by Trump tonight, clearly his health is bad should be scrutinized heavily. #debatenight #debates",1474945147817,780602643727130624,1
188,,ThatsNotLogic,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/faMdUwkZT0,1474945147937,780602644230463488,0
