,geo,screen_name,text,timestamp,tweet_id,cluster_pred
185,,laurensarfati1,Real question is where is @GovGaryJohnson #debates,1474939983705,780580983871528961,1
186,,AmberCooper70,"Retweeted Katie Pavlich (@KatiePavlich):

There is no IRS rule preventing Trump from releasing his tax returns while under audit #Debates",1474939983828,780580984387358722,0
187,,_jon__boy_,Fuck yes https://t.co/9Ahgdr0FfN,1474939983595,780580983410135040,1
188,,annalisehuh,"that ""I'm gonna win"" smile 😊😊😊 #debates #debatenight https://t.co/mkBJQAWJFh",1474939983263,780580982017720323,1
189,,StinaGallant,This debate is useless for the voters who are actually conflicted and worried about our country. #debates #heisrude #sheisaliar,1474939983674,780580983741358080,1
190,,Katsurina,"Donald Trump es un chiste. Del momento en que empiezas a descalificar a tu contrincante para hacer valer tu punto, ya vas mal #debates",1474939983759,780580984098066432,1
191,,BruceWa24055583,"Trump no TAX release and beligerant and wants to tax 1% LESS

America voting for him is like voting for Kim Jung On  #Debates",1474939983826,780580984379047936,0
192,,natecmartin,Well I think I have heard enough. It's pretty clear who the winner is @GovGaryJohnson #debates,1474939983841,780580984441810944,1
193,,EvaReeves20,Clintons made millions from Cocaine in Mena Arkansas  #Debates,1474939983568,780580983296909312,1
194,,naparrish,Unhinged and out of focus. https://t.co/X4To0DqMg7,1474939984498,780580987197612032,1
195,,LaurenGrimaldi1,"Trump playing the career politician card against Clinton. His supporters will love it, not sure it'd change those on the fence. #debates",1474939984649,780580987830870016,1
196,,monikarun,"695,000,000?! Really?? Is that what he owes? #debates",1474939984391,780580986748825600,1
197,,MarianneGKC,How is this real life? How is he really a candidate? When will we wake up from this nightmare? #debates,1474939984665,780580987897978880,1
198,,MattsVoices,Here's the part of the show where Donald brags about how much money he made this year #debates #debatenight #Debates2016,1474939984642,780580987801513985,1
199,,Stay_up_Stay_S,Sure it always someone's fault with #Trump @ImwithHer2016 @HFA #debatenight #debates #Debates2016 https://t.co/12TFORo4pf,1474939984605,780580987646402561,1
200,,SheaMichaelA,"#TheRUMP: ""I will release....""  Now that is all talk, no action....  #debates",1474939984599,780580987621302274,0
201,,SusanBo91035678,"Hilary hurry up and pass out, I need a shower..waiting for it! #debates",1474939984600,780580987625476101,1
202,,azcoyotedog,"@CLEsportsgirl_ Well... you're not following me so its ok for tonight, watching both the #debates &amp; the #Indians!",1474939984598,780580987616964609,1
203,,ElVaqueroSudao3,Hillary be like... #debates https://t.co/MQg6mag7EX,1474939984279,780580986279133185,1
204,,Noland_nyc,"Seriously, Lester's going to let him get away with this BS line about an audit, AGAIN??! #debates",1474939984653,780580987847774208,0
205,,GryffynHobsynII,"They're letting him interrupt Clinton every second, but won't interrupt him when he lies blatantly about the audit. #Debates",1474939984599,780580987621310465,1
206,,KelliGriffin92,Hillary apparently does not realize that the corporate and personal income tax rates are two completely different things. #debates,1474939984728,780580988162220032,1
207,,EricEdgington,"Hillary, go ahead and interrupt that douche-bag. He did it to you constantly. #Debates",1474939984683,780580987973566465,1
208,,cjoyalways,"If this country is doing so badly, why are you so rich Trump? 

#debatenight #debates",1474939984714,780580988103585792,1
209,,HelloTiffi_,Stop it  https://t.co/Pc9KAlXPsC,1474939984750,780580988254621696,1
210,,SRQuigley,"""The fed is being more political than... ...Hillary Clinton."" -@realDonaldTrump. What??? #debates",1474939984655,780580987856093185,1
211,,MrMustang65,If the economy is so bad then how did @realDonaldTrump become so wealthy or is he really that wealthy? #debates,1474939984896,780580988866797571,1
212,,julesgerz,"So we're still going with that ""audit"" excuse. Ok. Cool. #debates",1474939985570,780580991693905921,0
213,,JesseRuizMBA,"@realDonaldTrump has always surrounded himself with ""Yes"" men. Tonight a woman says ""No"" to you. #Debates",1474939985645,780580992008413186,1
214,,kguyader,"Honestly, how is HRC keeping a straight face??😂 #debates",1474939985706,780580992264187904,1
215,,JulianSalinas,Because Trump can shut up https://t.co/sZc9hsSCLZ,1474939985614,780580991878311936,1
216,,jenarchie,Can't release his tax releases under audit?! Please fact-check his ass Lester! #debates #debatenight,1474939985650,780580992029298688,0
217,,PastorMiysan,A routine audit does not prevent you from releasing your taxes there are less then 50 days till election day. #debatenight #debates,1474939985652,780580992037883904,0
218,,jjames2461,@realDonaldTrump is hillary on drugs? Her blinking looks like she is high #debates,1474939985673,780580992125992961,1
219,,aleishahendry,"Well if the debate is non-partisan, both podiums should be rigged up. #Debates https://t.co/0j6zRGIjD5",1474939985676,780580992138391552,1
220,,pchandorkar,"Routine audit??  12 month routine tax audit......he is not answering the question,  going after trade deficit #debates",1474939985811,780580992704667648,0
221,,bestdjstexas,Where's Clinton's flag pin?  What because she's a women with no lapel she's exempt? #Debates,1474939985714,780580992297730048,1
222,,saramarietweets,".@realDonaldTrump is right -- we need NEW, imaginative, #business - like thinking, not people who’ve caused the problems! #debates",1474939985746,780580992432140289,1
223,,mozkadrummer,I bet Hillary will beat Trump in a fist fight.. #Debates,1474939985669,780580992109031425,1
224,,GrumpyTrashbag,"""No wonder you've been fighting ISIS your entire adult life"" I'm not entirely sure Trump knows what ISIS is. #debates",1474939985801,780580992662638592,1
225,,TheAlexisKraft,Why does Hillary look like she's falling asleep? #debates,1474939985805,780580992679448580,1
226,,Birchster,Show us your taxes Donald. #debates,1474939985686,780580992180375553,0
227,,akorablekora,Are you afraid? I'm afraid. #Debates https://t.co/FbtbpQ5FNr,1474939985595,780580991798697984,1
