,screen_name,text,tweet_id,cluster_pred
32,reneeroman300,"The #Emmys are HOT!!

Dracarys! 🔥

@jimmykimmel #Emmys  https://t.co/VEx2TgzB2b",777714743427469312,1
33,GabrielaRomena,Mais que merecido  https://t.co/JZzOdFGuQP,777714743914205185,0
34,yoyita28,"“@malvapica: #Emmys Y Cuando pensabas que ya lo habias visto todo  #RECLUTAMIENTO #SERVICIOmilitarOBLIGATORIO 
https://t.co/ITnMnwdfNl”",777714743738044416,1
35,GULP_RuhRoh,Beyond thrilled for Tatiana Maslany and Rami Malek. A win for #MastersOfNone is icing on the cake. Some excellent winners #Emmys Yay!,777714743125606400,0
36,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/2RTFfQhNzm,777714744862146560,0
37,ThatGirlCarly,"Congrats, @ItsRamiMalek! #Emmys https://t.co/dNyfrz4BtW",777714745285545984,1
38,womelish,¿Qué opinan del look de #sofiavergara en este corte sirena con aretes ultra brillantes de Statement? #Emmys https://t.co/i5ki2kyJ1Y,777714747722567680,0
39,valerieseale121,I'm so tired of JLD winning comedy actress. Please give it 2 some1 else #Emmys,777714749857341440,1
40,MakeupWhoreder,Talk about #got will you look at this goddess? Our khaleesi! 😍 major swoon. #Emmys https://t.co/tSveSIOsEA,777714751363227648,0
41,LeonanCaleb,E mais um ano The Walking Dead ficou fora do #Emmys Como confiar na credibilidade dessa premiação?,777714755112955904,1
42,Tarawalls31,"@TimGunn 2020!  I will be your campaign manager. #Emmys Thanks, @AmericaFerrera",777714755058315264,0
43,dsrbroadway,"Shut up, @Time. Sorry you didn't get another obsequious goofball like Jimmy Fallon to make you feel better. #Emmys https://t.co/3dMMe8vX1G",777714755838574592,1
44,Maria_Giesela,Can I wear my I love Cosmia shirt tomorrow without getting fired? #Emmys https://t.co/iogbvGzBce,777714757335998465,1
45,Lunacero,"#Emmys Game of Thrones, la serie más ganadora de la historia https://t.co/yjI5HlSG01 vía @clarincom",777714757927178240,0
46,mslisajoyner,#emmys #longlostfamily #tlc makeshift Emmy party for producers while on the road. You deserve a… https://t.co/XC5HkaPYMT,777714758321577984,0
47,Rowaenthe,Haa!  https://t.co/CzRfKLH6gT,777714757394587648,0
48,Baber_afc,@asadrehman_afc  😂😂😂😂 https://t.co/ENaZH28UQU,777714758321668096,1
49,DivaKnevil,😂 Awesome #JebExclamationPoint  https://t.co/0h2f3aFeFY,777714758510411777,0
50,TraitorTots_,"The game of thrones theme is stuck in my head, and it's AWESOME #Emmys",777714759797923841,1
51,ThemApplesEmily,"Oh. It's like over, isn't it? Damn. #Emmys",777714759777001472,0
52,ranblv,Favorite wins if the night: #MaggieSmith #tatyanamaslany #Sherlock #SarahPaulson   #Emmys https://t.co/9B1OHyGPEY,777714760116830208,1
53,loveofaith,"They butchered her name, how dare... https://t.co/9orWuHI14C",777714761937002496,0
54,ARTHurSERVICE,Dracarys! #CongratsGoT #GameofThrones #Emmys https://t.co/Li9txmWiFG,777714762142605312,1
55,Ivanyessid17,Es el episodio de #GameofThrones qué más me ha hecho sufrir y sobre todo el qué más alegría me ha dado. https://t.co/a0NjsUYKFT,777714761832230912,0
56,shugr27,"@MaLumiere @prince_daily Yes, TY to the #Emmys for honoring #Prince the #Legend 💜☦💜",777714764571144192,0
57,darasidious,"What are u waiting for here's the whole list #Emmys , Game of Thrones Wins most of #Emmys2016.also #MrRobot wins one https://t.co/2EHLfohRQM",777714765363712000,1
58,theRealFlappyTr,#CerimoniaDeEncerramento #ThatsMyGirlTODAY #MasterChefMx #AnittaNoMultishow #Emmys #GBvsMIN https://t.co/F40PhWo1Ky,777714766827642880,0
59,lorenavalle11,Mira @JuanjoRogel  😱😱😱 https://t.co/BUhRjnOhwc,777714766278119424,0
60,heyoobeb,Wohooo! 😊👊🏻🙌🏻 https://t.co/04I98q2rtd,777714766382891008,1
61,TWHfans,"GORGEOUS &lt;3 

#Emmys 

LINK; https://t.co/xoWs6pfilu

FannyHiddles* https://t.co/Dum4jRIAyO",777714767465058306,0
62,mercadoodles,Omg yes #Emmys #EmmyForMaslany  #OrphanBlack #TatianaMaslany https://t.co/49ma7gYQhl,777714769407115264,0
63,umtaldecarlos,"Gente e como o Jimmy Kimmel foi um bosta de apresentador né?
#emmys",777714769126158336,1
64,redcricketblog,She looks like #HighHitler https://t.co/fO8lMJdkCZ #HighHillary #Emmys #zombieHillary https://t.co/7QQGDFCqUI,777714769314869248,0
65,emonterosalta,"Retweeted https://t.co/qrqY7R75Nq (@clarincom):

#Emmys Game of Thrones, la serie más ganadora de la historia... https://t.co/NbNpoG3n6h",777714771411869696,0
66,Idiotequue,Never forget #Emmys https://t.co/mwTVaiTX9v,777714771839680512,0
67,DivulgacoesLisa,O ACORDO PERFEITO https://t.co/gcGCZwTd4Z #Emmys #AnittaNoMultishow #CerimoniaDeEncerramento #MissãoImpossível https://t.co/ulyGgEu8yo,777714772531879936,0
68,shomicanada,Mood #Emmys https://t.co/okHELlRr5S,777714773408489472,1
69,Fattcheeked,I don't care about awards but VEEEEEEEEEEEEEEEEP https://t.co/mdI6fnDz1l,777714774268260352,0
70,JustJared,Check out @lindseyvonn's hot red carpet look at the #Emmys! https://t.co/PrifXtcZXB https://t.co/xl5JJiIYOw,777714771995033600,1
71,reno30,@correnek at least #JeanSmart has already won three prior to tonight. #Emmys,777714775987884032,1
72,JimBroNXP,"@TheTonyBarbieri ""People vs. OJ"" would've *really* swept the #Emmys, if they hadn't cut out the Jake Byrd character! #DontTouchMyBody",777714777380364288,0
73,metalheadkjk,What do I think of Game Of Thrones winning Oustanding Drama Series at the #EMMYS??  2 words: #THUMBSDOWN  KX https://t.co/tMpTkVhb6V,777714776977707009,1
74,JeffroRadio,"The season ended weeks ago, yet I'm STILL catching my breath from all the laughing at @VeepHBO. THE BEST!!! https://t.co/y6IHraOIF2",777714778949025792,0
75,woods_woolf,Congratulation!you deserved it 🎉🎉 #Emmys #EmmyForMaslany https://t.co/NFCQwD2sLC,777714779817439232,1
76,people,#Emmys 2016: Veep wins Outstanding Comedy Series https://t.co/ceNN88lvPW https://t.co/NoKAvl7kgF,777714779028910085,1
77,CatDogToys,Congrats to @tatianamaslany on her well deserved Emmy win tonight!  #Emmys #OrphanBlack https://t.co/AdGOIQXUrl,777714777808265216,1
78,CNNLADavid,"West Coast #Emmys rewatch: I'd wondered why @OfficialJLD wasn't doing acceptance speech schtick, and why her hand was shaking. Now we know.",777714782103334913,0
79,DFehoo,#شبيحة_اريا_ستارك 😍😍😍 #Emmys,777714782766071811,1
80,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/pDKOrLmKEU,777714782799618048,0
81,noellelake,so great to see your work acknowledged genius @jillsoloway https://t.co/ozfoFDoMRp,777714783575535616,0
82,dantelives13,So let's post a picture of a completely different show https://t.co/Isn4ymrUed,777714784896622592,1
83,SutcuA,I think the #NutrishCat rocked the red carpet at the #Emmys. https://t.co/AG6nCO14iS,777714784628273152,1
84,criesout_12,WoW https://t.co/tLF2KLGnqd,777714786272325632,0
85,arthuiz,é engraçado que ela fala women mas é literalmente ela com cabelos diferentes https://t.co/RT7JJcnhYj,777714786545041408,0
86,bibhasshrestha,Well deserved win for Rami Malek. #Emmys #MrRobot,777714787157291010,0
87,daphnehalladay,My babies 😍 https://t.co/sKbVsd1Zxa,777714787039928320,0
88,danield6,"Rami Malek beat Bob Odenkirk, Kyle Chandler, Matthew Rhys and Kevin Spacey for lead actor in a drama series lol. what a fucking joke. #Emmys",777714787752882176,0
89,abbie_b_elliott,"People hating on Grease Live at the #Emmys , did you not see @BoyzIIMen melting hearts w/ ""Beauty School Dropout""? https://t.co/4n7CNoCyO7",777714787060969472,0
90,krisbrookey,Jimmy Kimmel could read from the phone book for his opening monologue and I would still laugh my face off. #Emmys,777714788310724609,1
91,Matt_3DO,Apparently Jerry Doyle never existed  #Emmys,777714788495339522,1
92,Kittywink,I love these kids. https://t.co/pc8TiLj3iV,777714788692623364,1
93,isatg05,#Emmys,777714790382698498,1
94,Umme_Laila101,@rubiieez u tomorrow morning 😅😅👍😎 https://t.co/LXEOTKK10t,777714790345113600,0
95,hipstrparamedic,BEAUTIFUL https://t.co/xhEWuRVgMt,777714790923919360,1
96,KalderAhm,🖕🏿@GiulianaRancic https://t.co/KBw8MjHpic,777714792228278273,0
97,Manicgg,Lmao like 3 people like this https://t.co/a4IUrrEj77,777714793801101312,0
98,astone66,"So happy actors from two of my fave shows won #Emmys ... @tatianamaslany &amp; @ItsRamiMalek, so well deserved 👏👏👍😊",777714794656780288,1
99,MarPerlza,😍😍😍 Eliot ❤️ #MrRobot https://t.co/LQC5yJO3Bq,777714795093041152,0
100,DenverCenter,Glad to see Ann Guilbert included in #Emmys memoriam - 11-year @denvercenter company member. https://t.co/idmInuZKXy https://t.co/1lxLKWFNn9,777714794140798976,1
101,hellphine99,congrats sarah paulson and tatiana maslany! #Emmys,777714798570057728,1
102,aanacabraal,💙 https://t.co/zuMGAG5yZd,777714798117130240,0
103,JustinKey101,Such a funny moment! #Emmys https://t.co/XX4zMPXx5b,777714797898936320,1
104,ennaioresu,nice nice 😍✨ https://t.co/FA24yRLTPw,777714799660507136,0
105,Telegramksa,"دعوة لاهل الخير للاشتراك في قناة #جمعية_القرى على تطبيق #التلجرام https://t.co/IgIbqnItNy
#Emmys https://t.co/oNLhaDsNKt",777714799153147904,0
106,mcbc,"Orphan Black fans, Maslany is 1st woman to win sci-fi lead #Emmys in almost 20 yrs.
1977 L. Wagner - Bionic Woman
1997 G. Anderson - X-Files",777714800382111745,0
107,fefaislon,Amo https://t.co/iCvWFrIkn1,777714802047258624,0
108,haneen_k89,Aaawwwww ❤️❤️ #Emmys https://t.co/ht5273Yqy0,777714802433155074,0
109,Danismom05,"I think the #NutrishDog was dressed to impress at the #Emmys
https://t.co/brLBQlqHSl",777714803796082689,1
110,TeneciaMaria,Awww.....too cute! https://t.co/uhYtEnnE9p,777714804999925761,1
111,blackcIifford,Najbardziej jestem zawiedziona z wygranej Veep w kategorii wybitny serial komediowy #Emmys,777714807436877824,0
112,hanae_56_20,😍😍😍😍😍 https://t.co/ka5esoABpG,777714809005637632,0
113,eldannyc23,Congrats @ItsRamiMalek! Well deserved! #Emmys #MrRobot https://t.co/mlMQaVukOG,777714808246243328,1
114,tristan_vasquez,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/m2hJeQE2H1,777714811379470336,1
115,sergiomardz,@PaolaMelgoza https://t.co/hSBtrFqARP,777714811891163140,0
116,ZmcbZ,@KeeganMKey Congratulations! https://t.co/Birmx9VyOR,777714812084183040,0
117,copaflyer,Sold. #skateordie https://t.co/GPRrTpGutx,777714813170425856,0
118,Rebeccasaysfu,Uh where's Michael ??  https://t.co/mjPJosl1Jr,777714812788891649,0
119,JuanPabloRM21,BOOOOOOOMMMM!!!!! https://t.co/a5jYAOSS7m,777714813556232193,1
120,twolfcosgrove,Claramente eu sabendo da monha nota de química nesse bimestre https://t.co/cHaA46bzDp,777714812604350464,1
121,ThekraTm,Proud 😭💕 https://t.co/o25zthd6lt,777714812826554368,0
122,MicaelaJRomero,Cuando sos lo más y lo sabes. https://t.co/rl5wZyu3Ps,777714814290432000,0
123,gd12knw,Congrats to all of the unAmerican's tonight #Emmys https://t.co/ksmv4npxg6,777714814089060352,1
124,ShannonClash,#ICYMI #EVERYTHING https://t.co/Zo4JU7G2u6,777714814957170688,0
125,Egar_me,Tv loves Julia Louis-Dreyfus #Emmys #veep #loveher,777714815435362304,0
126,lesserknownhero,"Finally!!!! Congrats @tatianamaslany !! 
#Emmys #EmmyForMaslany #OrphanBlack",777714815942864896,1
127,Trudy_christina,😍😍 https://t.co/qdreZJa00i,777714818841063424,0
128,ece_ekinn,#GameOfThrones is a surefire winner for ‘Outstanding Drama Series’ at the 2016 #Emmys. Place your vote with @OSN. https://t.co/O0vyOBQXVO,777714819650707456,1
129,Al_moalim96,@ItsRamiMalek kills it #Emmys #MrRobot https://t.co/2JDtC7Jvlb,777714818300141568,0
130,Magda_Chavez07,Love it #Emmys2016 https://t.co/M1f82lfLBM,777714819935854592,0
131,alexymari02,I knew the sweep was coming like a broom and dustpan https://t.co/rDG2AyRjSA,777714822418804736,0
132,forgivemehera,HOW ABOUT YOU FINISH THE LAST TWO BOOKS FIRST!!!!! https://t.co/pNYEmaaWsf,777714823794655232,0
133,OptiMagazine,"Gli #Emmys Awards premiano #Sherlock per il miglior film per la tv, ma dov'è Benedict… https://t.co/kLDhusP8VF https://t.co/71X4sgYOq2",777714823274467328,0
134,scrapbook_gal75,Hallelujah gets played A LOT but Tori Kelly did a good job #Emmys,777714828525703169,0
135,NightManagerAMC,Congrats to #TheNightManager’s Susanne Bier on her #Emmys win for Outstanding Directing for a Limited Series. https://t.co/6i9NgTEw1b,777714828915961856,1
136,ScreenMixx,من أصل 22 ترشيح حصل المسلسل The People v. O. J. Simpson على 9 جوائز عن فئة أفضل مسلسل قصير #Emmys https://t.co/MN2svvJtno,777714829985546240,1
137,Mohammadtahir46,"So @GameOfThrones blew the night.
#Emmys #GOT",777714831214448640,1
138,tjthunder,"#Emmys 
#GameofThrones 
#winteriscoming",777714831872946176,1
139,joniethelion,YEESSSSS @ItsRamiMalek PROUD OF U!!!!!! https://t.co/LeN75wCsTt,777714833487605761,0
140,itsmeandreavm,Era más que obvio.🍾 https://t.co/Tpgo9LbPdH,777714833835765760,0
141,ChipNicholson,"#JimmyKimmel  did a #Cosby joke at the #Emmys  ? 
-jKimmel , You're my Hero. Ugly sweater party, my place",777714833764429825,0
142,dcbrown94,Best aspect of the #Emmys this year: the unpredictability. Loved seeing so many new faces get up on stage. Made for quite an evening.,777714833676435456,0
143,i_destiny,"My favorite show won for best drama, so I good! 😌 #GameofThrones #Emmys",777714835677126662,1
144,Drcmac,Lily Tomlin @GraceandFrankie you are the best. In my book!  #Emmys,777714835970596865,0
145,Caarol_Pessanha,MARAVILHOSAAA https://t.co/B9pnuksvEY,777714836046217216,0
146,maianhnguyenvu2,Why they didn't show this amazing part ? They are such talented and adorable ❤️❤️😍😍 #Emmys2016 #StrangerThings https://t.co/don5wMockL,777714837522567168,1
147,ValerieLahey,YASSSSS GAME OF THRONES #Emmys,777714838550241280,1
148,CNNent,We've got the full list of all the big winners! #Emmys https://t.co/CyvbzygIzH https://t.co/8mBvvvGvGe,777714837489147904,0
149,TammyInfinite,YEAAAH GAME OF THRONES. Esa serie se merece todo. TODO.  #emmys,777714838520762368,1
150,inspiring1M,"“Movies are a fad. Audiences really want to see live actors on a stage.” 
― Charlie Chaplin
#Emmys #Emmys2016",777714839032467456,1
151,Nitu_23,@afdiaries yeahhhh she did!! PC rocked the #Emmys,777714840294924292,1
152,realwifelife,The best dress there end of story. The end #perfect #Kristenbell #Emmys2016 https://t.co/Ephy8f7AV1,777714841607819264,0
153,DdgtffAsdfgh,"vql
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/1q9bv5m3xB",777714841108774912,0
154,buxet7,Slaaaayy https://t.co/mOeBdQO3on,777714842354450432,0
155,dmackdaddy,Emmys 2016: The People v. O.J. Simpson dominates with limited series wins. #Emmys  https://t.co/0tMiXCkZ3Z,777714842748620801,1
156,marcospk2fly,Mr Robot é tão foda que até o #Emmys confirma isso!,777714844057407488,0
157,CaregivingClub,#Emmys boredom? Read @sherrisnelling interview TV icon Norman Lear PBS @NextAvenue https://t.co/9cWSDBLBfn https://t.co/VcyJIPac6v,777714843835101184,0
158,ChnoDota,Mr. Robot también debió ganar mejor comedia en los #Emmys https://t.co/dp8OGKlK0D,777714844065787904,0
159,MrZionsun,The gif! https://t.co/oRJCd59HWO,777714845168709632,1
160,ItsSpoilerTime,"Mientras tanto, #HODOR en el after party de los #Emmys...

#GOT
#GameOfThrones https://t.co/hD4iJllP8H",777714845101727746,0
161,TMOFashionews,"-TMOF- #EMMYS #EMMYS2016

#KitHrington and #AndySamberg looked great tonight! Thoughts?
.
#TMOF… https://t.co/iF3X5KCLWV",777714846775123968,1
162,drozdovarefii84,"حصريا أقوى عروض #بيع_متابعين تويتر مقدمة من شركة Motab3 Group للطلب واتس اب:597732529
#Emmys https://t.co/1gCN6bdnSV",777714846276222976,0
163,ayahisapumkin,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/A5D0CsDvcq,777714847849078784,1
164,SFCelebWatch,Surprised there weren't more shoutouts to terrorism &amp; gun violence on the #Emmys tonight. Just racism &amp; trans folk. #Emmys2016 #emmysnation,777714848234819584,1
165,MSpllu,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-fd2

 #من_منطلق_خبرتي_بالحياه #وزع_وظايف_للمغردين #اروع_ما_تراه_عينك #Emmys https://t.co/Fv3zQ13mfW",777714848092356608,0
166,sandsunisland,🔥🔥🔥🔥⭐️ https://t.co/EEYTpuUnWc,777714848666791940,0
167,MonicaYadav08,#PeoplevsOJSimpson cast proved that they had created a gem with that show. #Emmys #Emmys2016 @ACSFX @TelevisionAcad https://t.co/FjyHxzQxK9,777714847312031744,1
168,tarlitjana,FINALLY!!!!!! Ang hirap kaya ng ginagawa niya sa Orphan Black 😭 https://t.co/i7uh0Bz464,777714849392373760,0
169,ESpiekerwoman,#Emmys was a reminder I really  need to stop putting off watching Game of Thrones #JANMLMU,777714850155798528,1
170,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/PXa16hD9L1,777714849837187072,0
171,detghhrrd,"zwy
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي https://t.co/HIMXZLS5Rj",777714850860560384,0
172,Barb_Joy,Keep it coming... https://t.co/cAUk1EnSib,777714852374704128,0
173,thatgirljoannuh,Yay! 🙌 Congratulations team GOT! 👏 I was surprised that they didn't get it last year tho. https://t.co/d9B6xSppXR,777714853825826816,0
174,AmandaKeating_,im crying; my kids https://t.co/ehsQXZszFQ,777714853792387072,0
175,hellokalen,Every Emmy's I'm reminded I need to watch Veep. #Emmys #Veep #JimmyKimmel,777714855453167616,0
176,greensteel23,@CNNPolitics @ABCPolitics https://t.co/7MHBArMLBI,777714855226867712,0
177,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/KA0PyvRShq,777714858192175104,0
178,JustinKey101,What an awesome moment! https://t.co/SqIlfdjjN9,777714858875719680,1
179,rikaBeatriz4,Impossível não amar essa mulher 💙 https://t.co/BL0yIoyFDr,777714859446247424,0
180,ops_virus,GOT LACROU MAIS UMA VEZ 💓 #Emmys,777714860146749440,0
181,insidehismind,It deserves it all. I promise. https://t.co/rAHy7ocQfW,777714860284977152,0
182,evajuspeczyk,Congratulations to bae on his Emmy win https://t.co/0sOqIEjzLY,777714860633096192,0
183,IQf2T0gPqEvs0ep,"عرب فلورز ارخص سيرفر بيع متابعين
https://t.co/37o0yY5Wbx
*
*5

 #اروع_ما_تراه_عينك #متصدر_لاني_اتحادي #Emmys #الله_لو_ #وزع_وظايف_للمغردين",777714861316907008,0
184,Clonechatzone,When the dork wants to use her emmy as a mic https://t.co/QC3d2K28Uq,777714861971214336,0
185,BachiSousa,#YES https://t.co/KafBbuCO2d,777714863187628033,0
186,amelia_taverner,Two shows I love got #Emmys tonight! #GameofThrones #OrphanBlack Congrats Tatiana Maslany!!!,777714863397154816,1
187,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/8eJqVeqOU2,777714866668830720,0
188,katiemlyons,Congrats on the Emmy @AlanMYang! Making Riverside proud 🙌 #Emmys,777714867880890368,1
189,michellegibula,"These kids, I swear! (#killingit) 😂👏🏻 https://t.co/A6puYlzkEE",777714866702299136,0
190,dulcieNgabbana7,Slay queen Tat 🙌🏾🙌🏾 https://t.co/tccGH9TNFZ,777714867440529408,1
191,Badgal_b_,The best video on the internet rn  https://t.co/OCfBHfN9XO,777714868149379072,0
192,SteveGogee,"THEY STYLIN' ON YA'LL. THE PLAID. THE JACKET. THE DRESS. LOOK HOW HER HAIR IS LAID PERFECTLY.
I LUH DA KIDS! #Emmys https://t.co/VqCPfWtA2X",777714867323023360,0
193,JasonShubnell,Terrific. https://t.co/OBVcXAdJiq,777714868598235136,0
194,ennaioresu,D&amp;D!!!!! 💛 https://t.co/caKgK0MKNk,777714868875042816,0
195,takalabtime,"The network Top 5 (HBO, FX, Netflix, PBS, Amazon) is less predictable, more reflective of change, than program list. https://t.co/srPhzabH2F",777714869927804930,0
196,TahrirLive,".""@Art1Book Tatiana Maslany 😍😍😍❤️❤️❤️
#Emmys https://t.co/hdqxSGjzH0""",777714871026671616,1
197,NirtonBradley,#Emmys #GoKnowControl #XFactor #Patriots #SEAvsLA #2030Now #VictoriaITV #Emmys MORE &gt;&gt; https://t.co/r7qzyiZ828,777714871194509312,0
198,sarahnuesch,"I AM SO PROUD OF MY BOYFRIEND, RAMI MALEK, FOR FINALLY GETTING THE RECOGNITION HE DESERVES!!!!!!!!!!!!!!!!!!!!! https://t.co/NBeMuOuUcD",777714871148351488,0
199,T_PowellVet,#retweet for a follow! #Emmys  https://t.co/3Q3buzaRmz,777714871613947904,0
200,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/y4R82Labvq,777714871009996802,0
201,Hel_Lualeite,Divo https://t.co/kFAFKfF4Fo,777714872192729088,0
202,ayyeCrump,someone got paid to explain PUBLIC SERVICE ANNOUNCEMENT!? https://t.co/1272M3tYOD,777714872889044993,1
203,timlam_,Good to see Miguel Sapochnik recognised at the #Emmys His #GameofThrones episodes were some of the best in the entire series,777714875065786368,1
204,savvyshari,SHE DID THAT!!!! 💥💥💥 https://t.co/39G9eNm0gm,777714875367915521,0
205,shyannlabelle,#Emmys my favourite actor and performance in the last couple of years #SterlingKBrown 😊😊😊,777714876131213312,1
206,I_AM_CHURCHIE,"GET MORE 60 FOLLOWERS➜https://t.co/Aa2232cRjU
#TorinoEmpoli
#peaceispossible
#SassuoloGenoa
#21Ottobre
#Emmys",777714876344967168,0
207,HaroldYrureta,Demasiada hemosura en una foto  💚 #Eleven #JonSnow #StrangerThings #GameofThrones #Emmys https://t.co/ySnvwMATet,777714875288133632,0
208,NicolasCRM,"Sinceramente yo soy de los que se vuelven locos en entrega de premios, sigo con una lista grande. #Emmys 

Nos vemos. ¡Feliz Noche! 👋👋👋",777714877917962241,0
209,wondermann5,"But, he's white tho https://t.co/WROoqWtLHb",777714879343972353,0
210,OnceIPondered,Wow.❣😔💔#Emmys 2016: Watch Tori Kelly's Touching 'Hallelujah' for 'In #Memoriam' https://t.co/s88wCEhEd0 via @RollingStone,777714880426246144,1
211,qrryhfss,"2yz
#اروع_ما_تراه_عينك
#Emmys
#متصدر_لاني_اتحادي
#الله_لو_ https://t.co/mreBpjtpTW",777714881567023105,0
212,CassidySmiith,I think the #NutrishDog was dressed to impress at the #Emmys https://t.co/Mgq7BSMGBd,777714882963701761,1
213,luisblue,#got #khalee @GofTNews https://t.co/Ki31xGpRPN,777714883097862146,0
214,gabfreis,Game of fucking thrones 👑✨ #GameofThrones  #Emmys https://t.co/KcjIhvXPRc,777714883743932416,1
215,dolomoko,"#samanata #samanata_id goldengateblond Congrats on your 500❤️ tweet! https://t.co/u8DXW9uRFk

https://t.co/h4P6W4AAdE",777714884171730944,0
